Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Shrooms,Nicotine,VSA,use_Alcohol,use_Amphet,use_Amyl,use_Benzos,use_Caff,use_Cannabis,use_Choc,use_Coke,use_Crack,use_Ecstasy,use_Heroin,use_Ketamine,use_Legalh,use_LSD,use_Meth,use_Shrooms,use_Nicotine,use_VSA,hard_usage,soft_usage,drug_usage
18-24,Male,"Some college or university, no certificate or degree",22.0,48.0,55.0,39.0,51.0,-0.21711999999999998,1.2247,5,0,0,3,6,5,5,0,0,4,0,0,2,0,0,0,5,3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1
18-24,Female,"Some college or university, no certificate or degree",33.0,37.0,44.0,43.0,46.0,-1.37983,-1.18084,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
45-54,Female,"Some college or university, no certificate or degree",35.0,33.0,53.0,39.0,40.0,0.19268,0.07987000000000001,6,5,2,6,6,1,6,2,2,4,2,4,3,2,2,6,3,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1
25-34,Female,Doctorate degree,41.0,42.0,56.0,39.0,37.0,-0.21711999999999998,-0.52593,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
35-44,Female,Professional certificate/ diploma,42.0,43.0,49.0,39.0,35.0,1.29221,0.40148,5,4,1,4,6,4,5,2,0,3,0,3,3,3,0,4,6,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",34.0,43.0,52.0,38.0,44.0,-0.71126,-0.21575,5,2,0,3,6,6,6,4,0,2,0,3,4,2,2,3,4,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1
18-24,Male,University degree,44.0,42.0,42.0,43.0,41.0,1.29221,0.40148,5,0,0,0,6,6,5,3,0,0,0,0,3,3,0,3,6,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",31.0,53.0,57.0,39.0,32.0,1.8620299999999999,1.92173,5,4,0,3,5,4,4,2,2,3,2,0,3,3,3,3,6,2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1
45-54,Male,Professional certificate/ diploma,32.0,41.0,41.0,40.0,43.0,-1.37983,-1.5485799999999998,0,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1
25-34,Female,Masters degree,49.0,42.0,45.0,43.0,45.0,-0.71126,-0.8463700000000001,3,0,0,0,6,3,5,3,0,3,0,0,0,0,0,0,6,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1
25-34,Female,Masters degree,43.0,40.0,47.0,48.0,51.0,-1.37983,-0.52593,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,University degree,40.0,39.0,46.0,48.0,46.0,-0.21711999999999998,-0.52593,5,0,0,0,6,2,5,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Masters degree,52.0,37.0,37.0,52.0,35.0,-1.37983,-1.5485799999999998,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Female,University degree,30.0,43.0,52.0,53.0,46.0,-0.21711999999999998,0.40148,5,2,2,2,6,4,6,3,0,2,0,0,0,0,0,0,6,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",28.0,47.0,46.0,51.0,54.0,0.88113,0.40148,3,2,2,2,5,2,2,2,2,2,0,0,2,2,0,2,2,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,University degree,44.0,34.0,42.0,40.0,40.0,-0.71126,-0.52593,5,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Masters degree,46.0,46.0,39.0,39.0,41.0,-1.37983,-1.18084,5,0,2,0,6,3,6,2,0,0,0,0,2,0,0,0,5,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
25-34,Female,University degree,42.0,41.0,47.0,51.0,45.0,-0.71126,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,University degree,45.0,40.0,52.0,49.0,38.0,-1.37983,0.07987000000000001,6,2,1,2,6,3,6,2,0,0,0,0,0,0,0,2,5,3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1
25-34,Female,University degree,40.0,40.0,38.0,44.0,46.0,-1.37983,-0.8463700000000001,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Female,University degree,16.0,41.0,33.0,58.0,35.0,-2.55524,-0.8463700000000001,5,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Doctorate degree,51.0,48.0,50.0,45.0,36.0,0.52975,-1.18084,6,2,2,3,6,2,4,5,0,4,0,0,0,0,0,0,6,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1
25-34,Female,University degree,38.0,36.0,35.0,46.0,31.0,-1.37983,-0.8463700000000001,6,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,3,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
25-34,Female,Masters degree,28.0,45.0,54.0,51.0,45.0,0.19268,1.2247,5,0,2,0,6,5,5,0,0,5,0,0,3,0,0,3,5,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,1
25-34,Male,Masters degree,49.0,31.0,42.0,46.0,32.0,0.88113,0.7654,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Doctorate degree,18.0,33.0,41.0,44.0,38.0,-0.71126,0.7654,5,2,2,0,5,5,5,2,0,2,0,0,0,0,0,2,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
25-34,Female,University degree,30.0,37.0,50.0,52.0,50.0,-0.71126,-1.18084,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,University degree,40.0,38.0,55.0,41.0,51.0,-0.21711999999999998,0.40148,5,1,0,3,5,6,5,0,0,0,0,1,2,1,0,3,5,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
25-34,Female,Masters degree,46.0,45.0,54.0,43.0,44.0,-1.37983,0.07987000000000001,5,0,1,3,5,2,6,2,0,2,0,2,0,0,0,2,2,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
25-34,Female,University degree,46.0,35.0,44.0,38.0,47.0,-0.71126,-0.8463700000000001,5,0,0,0,6,2,6,0,0,0,0,0,2,0,0,2,2,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Doctorate degree,32.0,54.0,55.0,47.0,46.0,-0.21711999999999998,0.07987000000000001,5,0,2,0,6,4,6,0,0,0,0,0,0,0,0,0,3,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
18-24,Male,Left school at 16 years ,53.0,30.0,45.0,31.0,29.0,0.88113,0.7654,3,3,0,0,6,6,5,5,0,4,0,3,3,0,0,0,4,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",25.0,32.0,40.0,45.0,44.0,-1.37983,-0.52593,5,4,0,0,6,6,5,0,0,0,0,0,0,0,0,0,3,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Female,University degree,45.0,35.0,41.0,45.0,42.0,-0.71126,-0.52593,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Masters degree,34.0,38.0,37.0,54.0,40.0,-1.37983,-1.18084,5,0,2,2,6,1,6,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Male,"Some college or university, no certificate or degree",32.0,45.0,55.0,47.0,42.0,0.19268,1.2247,6,3,0,2,6,6,4,4,0,2,0,3,3,4,3,4,6,3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
25-34,Male,"Some college or university, no certificate or degree",44.0,37.0,50.0,38.0,38.0,0.88113,1.2247,4,0,0,0,5,6,4,0,0,4,0,0,0,3,0,4,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1
25-34,Male,"Some college or university, no certificate or degree",34.0,43.0,51.0,39.0,44.0,-0.21711999999999998,1.2247,6,0,0,5,5,6,6,6,0,4,0,2,6,2,0,2,6,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1
45-54,Male,Left school before 16 years,35.0,33.0,46.0,50.0,34.0,0.19268,1.2247,1,3,0,2,4,6,6,3,0,2,0,0,3,5,0,0,6,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1
18-24,Male,University degree,28.0,51.0,56.0,46.0,40.0,0.19268,0.40148,4,2,0,0,6,6,6,3,0,4,2,0,3,3,0,3,6,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1
25-34,Male,"Some college or university, no certificate or degree",42.0,36.0,44.0,40.0,33.0,1.29221,0.7654,5,0,2,0,6,4,4,0,0,0,0,0,1,0,0,0,6,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
25-34,Female,University degree,33.0,44.0,54.0,48.0,46.0,0.19268,1.2247,6,6,0,3,5,6,5,3,2,5,3,2,0,3,0,3,6,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,1
35-44,Male,Professional certificate/ diploma,39.0,42.0,45.0,42.0,42.0,1.29221,0.40148,5,0,0,2,5,2,5,0,0,0,0,3,2,0,0,0,2,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
18-24,Female,Professional certificate/ diploma,36.0,40.0,45.0,45.0,53.0,0.88113,0.40148,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1
18-24,Male,"Some college or university, no certificate or degree",27.0,51.0,50.0,34.0,49.0,0.52975,1.2247,4,3,0,2,6,5,5,3,0,0,0,0,3,0,0,3,6,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1,1
18-24,Female,"Some college or university, no certificate or degree",43.0,38.0,41.0,46.0,35.0,-0.21711999999999998,-0.21575,3,0,0,0,6,5,4,0,0,0,0,0,3,0,0,0,6,2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,1
18-24,Male,"Some college or university, no certificate or degree",33.0,49.0,55.0,39.0,41.0,0.88113,1.2247,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
18-24,Female,"Some college or university, no certificate or degree",48.0,47.0,42.0,28.0,37.0,1.8620299999999999,0.40148,6,0,0,4,6,5,6,3,0,2,0,2,0,0,0,3,5,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
45-54,Female,Doctorate degree,26.0,31.0,41.0,40.0,46.0,-0.71126,-1.5485799999999998,6,1,1,1,6,3,4,1,0,1,0,0,0,1,0,1,2,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1
25-34,Female,Masters degree,39.0,33.0,42.0,58.0,51.0,-1.37983,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Masters degree,40.0,30.0,38.0,47.0,44.0,-1.37983,-2.07848,2,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
55-64,Female,Masters degree,28.0,40.0,47.0,45.0,47.0,0.52975,-0.52593,6,1,1,0,6,1,6,1,0,0,0,0,0,1,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
55-64,Female,Professional certificate/ diploma,28.0,36.0,48.0,45.0,33.0,1.8620299999999999,0.40148,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,6,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
18-24,Male,Left school at 16 years ,48.0,37.0,48.0,46.0,41.0,-0.71126,1.2247,3,2,0,3,6,3,5,2,0,2,2,0,3,0,6,3,6,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",20.0,47.0,51.0,37.0,49.0,-0.71126,0.07987000000000001,5,0,0,0,6,5,6,2,0,0,3,0,2,0,0,4,4,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",29.0,44.0,46.0,35.0,36.0,-0.21711999999999998,0.7654,6,0,0,0,4,5,5,0,0,3,0,4,4,3,0,3,4,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1
35-44,Female,Masters degree,34.0,40.0,40.0,48.0,45.0,-1.37983,-1.18084,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
45-54,Female,Masters degree,25.0,39.0,47.0,52.0,50.0,-0.71126,-1.18084,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Masters degree,46.0,33.0,41.0,51.0,48.0,-1.37983,-1.5485799999999998,1,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
35-44,Female,Doctorate degree,31.0,46.0,51.0,49.0,46.0,-0.71126,-1.18084,6,1,0,1,6,2,6,1,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
35-44,Female,Masters degree,29.0,37.0,38.0,54.0,48.0,-0.71126,-0.8463700000000001,6,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
45-54,Female,Masters degree,23.0,41.0,48.0,49.0,49.0,-1.37983,-1.18084,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Masters degree,29.0,46.0,48.0,50.0,54.0,0.19268,-0.8463700000000001,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Masters degree,36.0,44.0,38.0,39.0,53.0,-0.21711999999999998,0.07987000000000001,4,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,University degree,25.0,49.0,50.0,51.0,52.0,0.52975,0.7654,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Female,Masters degree,30.0,41.0,40.0,47.0,47.0,-0.21711999999999998,-0.21575,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Masters degree,26.0,47.0,52.0,36.0,51.0,-0.21711999999999998,-0.52593,5,2,2,0,5,2,6,3,0,2,0,0,3,0,0,2,5,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1
25-34,Female,Doctorate degree,26.0,36.0,46.0,50.0,53.0,-1.37983,-0.21575,5,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,6,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0
18-24,Male,"Some college or university, no certificate or degree",40.0,37.0,58.0,30.0,55.0,1.29221,1.92173,3,3,0,2,6,5,6,3,2,2,3,3,4,4,6,3,6,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1
18-24,Female,University degree,39.0,41.0,35.0,46.0,49.0,-1.37983,-1.18084,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Doctorate degree,31.0,40.0,45.0,48.0,47.0,-0.71126,-0.52593,5,0,0,1,6,0,6,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Male,Professional certificate/ diploma,43.0,35.0,55.0,55.0,39.0,-0.71126,1.92173,5,4,0,3,6,5,6,4,0,4,0,4,6,5,3,4,5,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1
45-54,Female,Masters degree,19.0,44.0,47.0,52.0,52.0,-0.71126,-0.8463700000000001,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,Doctorate degree,41.0,32.0,43.0,54.0,45.0,-1.37983,0.40148,4,1,0,1,6,3,6,0,0,0,0,0,2,0,0,0,6,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1
25-34,Female,University degree,24.0,36.0,45.0,46.0,49.0,-0.71126,-0.52593,4,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,2,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
18-24,Female,University degree,27.0,45.0,46.0,50.0,37.0,-0.21711999999999998,-0.8463700000000001,5,2,2,3,6,3,5,3,0,3,0,0,3,0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1
35-44,Female,Doctorate degree,19.0,50.0,47.0,44.0,47.0,0.19268,-0.8463700000000001,5,1,1,0,6,1,5,2,0,1,0,0,0,1,0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
55-64,Male,Masters degree,37.0,44.0,52.0,45.0,36.0,-0.71126,-1.18084,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Male,Masters degree,37.0,41.0,43.0,46.0,43.0,-0.71126,0.40148,5,0,2,0,6,3,5,3,0,2,0,0,2,0,5,0,6,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1
18-24,Male,"Some college or university, no certificate or degree",25.0,45.0,52.0,49.0,45.0,-0.21711999999999998,0.7654,6,0,0,0,6,6,6,0,0,0,0,0,0,5,0,4,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1
25-34,Male,Masters degree,14.0,48.0,42.0,48.0,38.0,0.52975,0.07987000000000001,4,1,1,0,5,0,3,1,0,1,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
25-34,Female,"Some college or university, no certificate or degree",43.0,36.0,44.0,37.0,41.0,0.88113,-0.21575,3,0,0,6,5,6,6,3,0,1,0,0,0,1,3,0,4,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1
18-24,Female,University degree,30.0,42.0,51.0,42.0,46.0,-1.37983,-0.52593,5,0,0,0,5,6,5,3,0,4,0,0,0,3,0,3,5,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1,1
55-64,Female,University degree,20.0,45.0,52.0,53.0,48.0,-0.21711999999999998,0.07987000000000001,4,1,0,4,3,6,6,1,1,0,1,0,4,1,0,1,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1
